연번,이름,나이,생년월일,주소,우편번호,직업명,휴대전화번호,이메일 주소,사용자명,카드번호,여권번호,차량번호
143,박명숙,41,1982-03-13,충청북도 안산시 현정황동 148-27,70813,경비원,010-2341-1555,vheo@live.com,vheo,3242-3071-7969-8004,M8239027,52마7052
144,곽승현,29,1994-08-18,충청북도 당진시 영식김엄리 823-5,38237,원예작물 재배원,010-5402-9210,ai@daum.net,ai,6671-2319-8560-7755,R1784349,97거7178
145,김은주,60,1963-05-09,강원도 연천군 현준김장리 009,82219,전문 의사,010-1851-7048,gyeongja30@gmail.com,gyeongja30,8985-6331-9207-3771,T9760260,61국0301
146,김정순,36,1987-07-28,부산광역시 서대문구 재호김배동 393-4,22208,응용 소프트웨어 개발자,010-5977-6798,songseonghyeon@gmail.com,songseonghyeon,5030-6161-3146-9006,G7247724,36서2764
147,권은지,62,1961-11-14,울산광역시 종로구 동현고김마을 037,29405,연구 관리자,010-7599-2615,sanghunbag@live.com,sanghunbag,9900-9654-1065-9239,D8894105,84노4052
148,구은영,65,1958-04-22,경상남도 속초시 정훈백이동 138-36,33147,통계관련 사무원,010-1434-4025,gimminjae@dreamwiz.com,gimminjae,5013-5747-3542-5600,R9339491,32루1092
149,김영길,37,1986-03-02,대전광역시 중구 정호이읍 813-5,18097,기타 기능관련 종사원,010-1621-0801,junhyeog15@hotmail.com,junhyeog15,7246-0303-7937-5046,M1137076,767버7090
150,이영수,65,1958-04-07,인천광역시 영등포구 현우배마을 315-3,86070,기타 자동차 운전원,010-3699-9073,minseoggim@naver.com,minseoggim,2845-7224-1902-8713,D9565811,13하6581
151,백미숙,26,1997-01-18,충청북도 정선군 진호임이읍 171-4,43964,병무행정 사무원,010-0793-2432,jihungim@naver.com,jihungim,7433-8808-4115-0021,G8978650,95다8935
152,김지은,38,1985-08-21,부산광역시 중구 예지김마을 694,73209,냉동/냉장 /공조기 설치 및 정비원,010-5348-6806,minseogim@hotmail.com,minseogim,6784-7301-9437-2517,S5694055,96소6816
153,이순자,58,1965-05-19,경상북도 당진시 영호김이마을 853,56896,전기 부품 및 제품제조 기계조작원,010-9337-8201,eomseunghyeon@daum.net,eomseunghyeon,1006-3875-7611-6161,T6495663,52소9735
154,김서현,59,1964-08-26,경상북도 영월군 영진이면 719-9,33774,자동차 조립원,010-4556-1933,hbag@dreamwiz.com,hbag,3554-8501-6836-4886,G1477121,880서4465
155,최경희,59,1964-09-19,경상남도 수원시 영통구 서연한남리 596-43,95100,결혼 상담원 및 웨딩플래너,010-8384-7428,icunja@hanmail.net,icunja,3755-8860-0704-4752,T4818961,70누5350
156,김정웅,40,1983-06-26,울산광역시 양천구 정웅문민리 257-5,70433,병무행정 사무원,010-5440-3655,gyeonghyi58@nate.com,gyeonghyi58,1574-2943-4791-9231,M3554871,990노4132
157,이서윤,28,1995-06-11,강원도 수원시 예준이면 464,93746,선장/항해사 및 도선사,010-9299-2972,rcoe@hotmail.com,rcoe,3961-5070-1763-6334,M4944836,308거0214
158,류명자,39,1984-01-08,대전광역시 남구 정순김읍 545-63,15300,문화/예술/디자인 및 영상관련 관리자,010-9735-0425,yeongilgim@dreamwiz.com,yeongilgim,4008-0289-6151-8805,M6546558,48거2366
159,김정순,35,1988-09-03,대구광역시 종로구 하윤고마을 014-6,42642,직업 운동선수,010-3006-7727,ygim@gmail.com,ygim,6340-6230-6565-6344,R6631618,53육0284
160,윤준호,49,1974-01-05,광주광역시 강북구 수빈황읍 265-2,62751,통신 및 관련 장비 설치 및 수리원,010-0171-6193,seonyeong77@hanmail.net,seonyeong77,9036-2381-7560-1420,M9607855,13합1528
161,김정훈,47,1976-12-15,대전광역시 광진구 민서배안리 968,14227,식품/섬유 공학 및 에너지 시험원,010-3949-3892,gimeunyeong@nate.com,gimeunyeong,6719-5586-7335-2336,D6988743,34합0506
162,백영미,61,1962-08-26,충청남도 과천시 지영김노읍 541-28,54451,철도 및 전동차 기관사,010-6830-3463,bagdonghyeon@daum.net,bagdonghyeon,1693-1079-1605-7707,R9517878,723우6234
163,남정순,28,1995-04-07,전라북도 보령시 재호박오마을 689-7,04700,도시 및 교통설계 전문가,010-3396-7999,gangseonghun@gmail.com,gangseonghun,2613-0707-9069-8999,D8104496,359육8662
164,김현정,53,1970-03-20,세종특별자치시 금천구 영길문권읍 981-1,23384,상품기획 전문가,010-7344-1826,ybag@hanmail.net,ybag,4832-8303-2411-0429,R3889926,53배8451
165,김영길,42,1981-03-21,경상남도 안양시 동안구 서준황김리 784-38,52576,조경원,010-5933-9921,gangjiyeong@gmail.com,gangjiyeong,2869-3852-8194-3072,M1368494,483육0503
166,하민석,36,1987-03-28,대구광역시 강동구 영길최김동 960,42701,연예인 및 스포츠 매니저,010-2198-2551,gbae@hotmail.com,gbae,2839-0061-2361-7510,R2442851,87마7244
167,고아름,24,1999-02-24,서울특별시 용산구 민석이권리 620,30625,기타 직물 및 신발 관련 기계조작원 및 조립원,010-6793-0583,yeweonji@live.com,yeweonji,6489-9574-6872-0548,G2630039,33국4184
168,박선영,22,2001-03-29,제주특별자치도 의왕시 건우김리 492-1,27748,단열공,010-1053-6117,sanghyeonju@nate.com,sanghyeonju,7813-0777-7834-3178,M4257625,597허6748
169,이영길,43,1980-08-02,강원도 용인시 은주한박리 741-2,43319,시멘트 및 광물제품 제조기 조작원,010-8651-4435,coemijeong@gmail.com,coemijeong,1297-7318-1835-9990,S3804155,320로3669
170,박미영,30,1993-05-20,대구광역시 동구 민재김동 533-05,32115,한식 주방장 및 조리사,010-2530-1141,ogjagim@live.com,ogjagim,5823-4513-0678-6967,S4486519,98러8313
171,김재호,54,1969-02-25,경상북도 동해시 병철김박리 582-2,23147,물품이동 장비 조작원,010-7412-4338,sugja53@hanmail.net,sugja53,4099-1656-3692-1697,S7792761,61두1436
172,배우진,53,1970-11-16,대구광역시 강서구 은서양리 051,19676,응급구조사,010-0534-7236,eunji06@hotmail.com,eunji06,3892-3121-5847-5149,R4181224,17도4926
173,양아름,25,1998-07-10,대전광역시 성북구 상현최리 411,42929,택시 운전원,010-3077-5499,donghyeon23@gmail.com,donghyeon23,4284-7998-2109-3779,G8636002,78하0997
174,김명숙,61,1962-07-24,충청남도 화성시 은경남리 816-35,39952,기타 사무원,010-5216-3771,seonghun85@live.com,seonghun85,3878-0341-8130-0696,T6729147,259무1751
175,이성호,30,1993-07-17,충청남도 가평군 성호김강리 125-49,25031,법률/경찰/소방 및 교도 관리자,010-5172-9379,bagjeonghun@hanmail.net,bagjeonghun,2073-2409-4157-9476,S3676362,943보1633
176,배동현,37,1986-01-12,충청북도 부여군 아름박면 799,81131,가구 제조 및 수리원,010-2854-6031,jeongnam83@dreamwiz.com,jeongnam83,4643-2966-4231-9553,G8590721,262너1736
177,박영호,62,1961-06-05,경기도 시흥시 상호이동 089-40,88914,제품 및 광고 영업원,010-7781-0846,jangogja@hotmail.com,jangogja,2305-3065-4131-7400,R9852567,72부0773
178,최옥자,62,1961-06-04,강원도 충주시 예진허읍 656,67295,철도 기관차 및 전동차 정비원,010-1799-2364,siueom@daum.net,siueom,7995-8069-8082-3393,D1604292,251노9506
179,허종수,49,1974-05-29,충청남도 부여군 정식박박동 643,48032,제빵원 및 제과원,010-2277-4465,minjae28@daum.net,minjae28,1667-1555-6671-4980,M6014064,43노7837
180,박은지,55,1968-07-19,충청북도 구리시 지훈서동 772-9,45625,가수 및 성악가,010-7945-1949,jeonghyicoe@gmail.com,jeonghyicoe,2311-6643-8524-1842,S9826533,686수4158
181,김예준,21,2002-06-10,강원도 철원군 준혁김면 902-19,54086,응급구조사,010-5437-9566,seongjingim@dreamwiz.com,seongjingim,2891-6340-0716-7579,M7209447,389보3127
182,고민지,52,1971-02-06,전라남도 강릉시 주원안곽동 942-59,36283,제관기 조작원,010-0544-3643,bagyeongjin@dreamwiz.com,bagyeongjin,7793-8554-3274-9445,D1216789,756러5436
183,이경숙,55,1968-05-28,대구광역시 성동구 순자서이면 867-73,15823,기술 및 기능계 강사,010-8927-6302,jiyeongim@nate.com,jiyeongim,8248-6358-4692-9929,G4753490,11사3506
184,허보람,34,1989-03-19,인천광역시 강동구 순옥김리 352,61454,기타 제조관련 기계 조작원,010-8336-8724,honghyeonjun@hotmail.com,honghyeonjun,6442-1612-3886-7613,R6402830,72고8206
185,김시우,24,1999-04-10,경상남도 과천시 정자하동 159-09,29062,컴퓨터 보안 전문가,010-7745-5420,jiweon48@hotmail.com,jiweon48,8466-4097-3478-9960,D2889406,35도4172
186,윤은서,58,1965-07-19,울산광역시 성북구 수빈이이면 801-2,80292,아나운서 및 리포터,010-0883-5737,qcoe@naver.com,qcoe,2977-9170-7591-9163,G5181498,57하9369
187,서성호,35,1988-05-05,부산광역시 영등포구 수빈강읍 562-82,13002,단열공,010-4547-5172,gyeonghyigim@dreamwiz.com,gyeonghyigim,5201-9483-8720-6004,T7839678,66라7634
188,안성수,26,1997-06-27,강원도 청주시 서원구 은서이리 288-5,98189,관제사,010-0489-4051,imisug@daum.net,imisug,9784-7015-4689-4761,M2690763,207배2799
189,장재호,30,1993-03-25,제주특별자치도 성남시 중원구 지현최이동 965,96587,인사 및 노사 관련 전문가,010-0650-2822,ogja10@gmail.com,ogja10,8063-9487-2676-7416,D9935244,87머2178
190,송동현,33,1990-11-05,부산광역시 서초구 광수김동 203,88016,컴퓨터 하드웨어 기술자 및 연구원,010-8436-4902,ihyeonsug@hanmail.net,ihyeonsug,8740-2424-3118-5085,G5550047,95아7522
191,임정자,61,1962-03-06,부산광역시 서대문구 지은이마을 796,19575,기타 건축마감관련 기능 종사원,010-1154-2385,qyun@hanmail.net,qyun,1911-8875-6607-4070,S9491821,88모3406
192,이건우,23,2000-07-22,울산광역시 강북구 성민김읍 477-88,85245,컴퓨터 하드웨어 기술자 및 연구원,010-5312-0171,hongjihye@live.com,hongjihye,7761-5270-0987-4815,S4032910,527사7742
193,황민지,31,1992-04-21,세종특별자치시 종로구 우진김양읍 541-7,55367,인문과학 연구원,010-8980-8329,yungeonu@gmail.com,yungeonu,2444-6475-4831-9731,D9149471,12호2977
194,강광수,47,1976-07-08,경상남도 평택시 영호진안읍 741-84,54394,자동차 영업원,010-2024-4264,mi@naver.com,mi,8119-2433-0689-3770,D2585726,76조2532
195,오동현,29,1994-07-24,대구광역시 성북구 서준이이마을 462,21710,곡물가공제품 기계 조작원,010-1929-9467,jihungim@daum.net,jihungim,7669-8501-2657-1488,D6889178,27머0990
196,김동현,37,1986-08-09,울산광역시 강서구 도현안동 343-8,64605,기타 의료/복지 관련 서비스 종사원,010-4874-3681,hyeonu65@hotmail.com,hyeonu65,1538-7279-7252-8336,M2545422,68머1442
197,김경희,41,1982-11-26,전라남도 안산시 상록구 은경박한리 255-01,47858,지휘자/작곡가 및 연주가,010-8297-9642,di@hotmail.com,di,5142-1963-8596-4255,S3417297,50루3405
198,최미경,34,1989-07-21,강원도 음성군 영일이주면 807,35664,건설자재 시험원,010-4432-9938,qi@naver.com,qi,4804-5005-5022-5759,S8977596,57합2193
199,최순자,34,1989-06-11,세종특별자치시 동대문구 지후김윤마을 334-9,55858,노점 및 이동 판매원,010-8452-8902,xcoe@naver.com,xcoe,7230-8310-1047-1932,T8762709,70하6826
200,김승현,58,1965-03-23,충청남도 증평군 미영손김면 108-9,26549,목재 가공관련 기계 조작원,010-0285-0451,gimseohyeon@dreamwiz.com,gimseohyeon,7734-6594-4356-9208,R6425444,10부2506
201,장정자,32,1991-06-21,충청북도 안양시 만안구 정숙이윤마을 419-27,62971,감사 사무원,010-4491-6699,yeonghyii@dreamwiz.com,yeonghyii,8869-3402-5112-7099,T5100172,31수7780
202,조정자,50,1973-10-07,울산광역시 중랑구 정웅최리 566-51,89949,안내 / 접수 사무원 및 전화교환원,010-2412-1323,iseoyeon@nate.com,iseoyeon,7648-3826-9849-9173,G3181536,45공1121
203,오도윤,64,1959-01-06,서울특별시 송파구 도현김리 198,38500,어부 및 해녀,010-1299-0311,ian@naver.com,ian,5810-0347-1425-3321,D4960996,222루0906
204,윤유진,45,1978-12-24,강원도 용인시 처인구 정식한이동 838-52,59135,김치 및 밑반찬 제조 종사원,010-0037-4180,eunjeonggu@live.com,eunjeonggu,1403-6780-2902-6315,M5015160,13수7690
205,박서준,57,1966-05-28,제주특별자치도 부여군 상호박권읍 689-8,91998,소년보호관 및 교도관,010-9905-3471,di@daum.net,di,1814-6704-9808-8379,S8375796,58우9423
206,고영미,29,1994-05-16,전라북도 당진시 현숙양양마을 251,57949,자동차 정비원,010-4500-3325,pgim@hotmail.com,pgim,9018-9079-7563-9726,D1726008,25다9410
207,최정남,49,1974-12-17,강원도 안양시 재호이조동 968,04795,법무사 및 집행관,010-8467-6907,eunji19@nate.com,eunji19,5137-0886-8181-0924,G8279544,194부8058
208,백현정,65,1958-03-14,인천광역시 서대문구 유진이백읍 813,97106,청소원,010-7410-1469,dbaeg@live.com,dbaeg,5126-7131-8381-3992,D1726341,66허1350
209,이채원,49,1974-06-16,전라남도 단양군 수민지동 328,57329,직조기 및 편직기 조작원,010-4255-2013,ji@daum.net,ji,6174-8184-3603-7124,M5818878,41부9191
210,김유진,32,1991-01-20,광주광역시 성동구 윤서이읍 936-58,13001,점토제품 생산기 조작원,010-6690-3742,hongyunseo@gmail.com,hongyunseo,2651-7687-9934-9676,G8854697,881나0388
211,문진우,54,1969-12-23,세종특별자치시 강서구 순옥박마을 926,35041,금속 / 재료공학 시험원,010-9967-5581,hayun24@gmail.com,hayun24,5002-0330-9670-4650,G8198620,96러5269
212,김광수,58,1965-02-28,전라남도 양양군 승민오동 221-01,73500,자산 운용가,010-3818-9106,sangho92@naver.com,sangho92,4198-8991-2961-4696,D5784771,276너6674
213,김예원,38,1985-11-15,제주특별자치도 양양군 하윤이읍 578-90,16742,금속가공관련 제어장치 조작원,010-9907-2017,gimeunyeong@naver.com,gimeunyeong,1350-4896-9915-4727,R8114642,76육3936
214,이도현,61,1962-06-14,경상북도 의정부시 미경이마을 783,42817,매장계산원 및 요금정산원,010-9717-9905,rseo@nate.com,rseo,4315-4098-6024-2271,R3552965,38도2330
215,홍보람,65,1958-12-22,대구광역시 북구 미영박읍 348-8,55654,법무사 및 집행관,010-0991-9737,jinu88@live.com,jinu88,8513-4551-0781-0847,M4961814,32배3530
216,최영호,30,1993-03-25,광주광역시 도봉구 도현이김면 376,49035,법률관련 사무원,010-9835-7480,bagjieun@daum.net,bagjieun,4434-7882-2757-2421,D5741283,43노8063
217,박옥순,37,1986-10-10,대구광역시 서초구 경숙송심동 843-47,70979,소방공학 기술자 및 연구원,010-3332-9248,seungmini@nate.com,seungmini,5065-1445-0889-2563,G6353875,15서7470
218,이민서,43,1980-03-19,전라남도 정선군 수빈양리 820-3,00518,택배원,010-3967-3092,gweonseongjin@daum.net,gweonseongjin,4537-6272-4635-8234,T5753575,54너0887
219,홍채원,59,1964-04-17,울산광역시 서대문구 지은양문읍 354,89651,메이크업 아티스트 및 분장사,010-3445-9358,seoyeongjo@dreamwiz.com,seoyeongjo,9166-9765-2437-2224,D5278403,86두9904
220,송정훈,26,1997-05-28,세종특별자치시 영등포구 영일이박읍 414-97,74811,상담 전문가 및 청소년 지도사,010-5302-8708,jihyeon16@dreamwiz.com,jihyeon16,9437-4032-2227-9557,R9234274,57보5983
221,김경희,59,1964-02-26,전라북도 철원군 현우이강마을 967,22217,기계공학 기술자 및 연구원,010-3893-2164,wgim@naver.com,wgim,7302-4367-5023-8604,M9241454,10주6598
222,송옥순,21,2002-12-20,광주광역시 강서구 정숙고하리 259-80,47981,기타 건축마감관련 기능 종사원,010-1287-7519,yeonggilseo@dreamwiz.com,yeonggilseo,3828-6753-3087-2437,R7594848,11사1101
223,김지우,40,1983-12-26,충청북도 평택시 영진손주읍 734,99212,기타 의복 제조원,010-7347-3034,seongsugim@dreamwiz.com,seongsugim,2588-8707-3872-3334,M8645594,71구9040
224,이은영,43,1980-07-31,강원도 부천시 원미구 경희류면 838-95,69393,고객 상담 및 모니터 요원,010-8880-0814,imijeong@nate.com,imijeong,1531-3754-7989-7097,T7596755,98소8617
225,최지우,35,1988-03-08,강원도 양평군 동현하리 010,71120,인사 및 교육/훈련 사무원,010-9214-6647,ljeong@gmail.com,ljeong,8388-0361-7900-1135,S9698787,445국9983
226,장수진,64,1959-02-06,대전광역시 동작구 중수김리 852-08,30294,정보 시스템 운영자,010-3746-7479,jojinu@hanmail.net,jojinu,7615-0739-2867-9596,T5107228,62보0362
227,김은정,29,1994-09-29,경기도 파주시 아름이강동 967-6,35168,기술 영업원,010-6856-3167,sunoghwang@nate.com,sunoghwang,9677-1149-9805-4121,G6039819,970어6363
228,박정수,27,1996-08-29,제주특별자치도 용인시 수지구 미영나박동 283,54367,사회복지관련 관리자,010-0621-2653,junho25@daum.net,junho25,8259-6695-7316-1395,S3760620,26저9255
229,박영순,51,1972-05-15,광주광역시 동구 은경박면 573-0,10734,웨이터,010-4972-1658,oi@hotmail.com,oi,5030-9401-3706-8337,R9913840,76러8301
230,강준혁,31,1992-01-24,울산광역시 동구 현준박홍동 756-39,55612,전기 및 전자 설비 조작원,010-0978-4879,igim@daum.net,igim,1422-4533-7208-0973,D3453575,58바2630
231,조채원,37,1986-02-02,광주광역시 중구 영환조리 601,47469,유치원 교사,010-3873-3027,pbag@naver.com,pbag,2664-4374-5311-5133,M8740308,19소5977
232,김아름,36,1987-05-19,전라북도 홍성군 주원김마을 254-14,52698,사회복지관련 관리자,010-8526-2748,seunghyeonha@hanmail.net,seunghyeonha,1820-8077-0234-0809,D1581587,91호4850
233,홍현주,47,1976-06-19,광주광역시 서초구 지현박리 360-1,77275,시멘트 및 광물제품 제조기 조작원,010-0921-1099,gimseunghyeon@nate.com,gimseunghyeon,7148-3439-1185-0789,T1197577,97배5948
234,장영진,30,1993-05-01,광주광역시 노원구 상현이한리 974-16,06920,육아 도우미,010-9555-1015,bo@live.com,bo,7921-0744-2413-3986,G3985882,483주6103
235,박성민,64,1959-09-12,서울특별시 동작구 선영오읍 352,02836,전기 부품 및 제품제조 기계조작원,010-2340-1518,junhyeog01@hotmail.com,junhyeog01,9193-9418-5773-9301,M2690065,37러1507
236,이미경,58,1965-01-29,경기도 금산군 주원윤최면 096,93236,응급구조사,010-6735-6657,eunjeong86@daum.net,eunjeong86,5955-7144-3108-2073,G4994677,34배0431
